序号,传输方向,第几路CAN,时间标识,增量时间,帧 ID,帧类型,帧格式,数据长度,数据,
140,接收,0,11:17:24.936.359 ,00:00:00.007.404 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
141,接收,0,11:17:24.936.947 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
142,接收,0,11:17:24.938.367 ,00:00:00.001.420 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
143,接收,0,11:17:24.944.459 ,00:00:00.006.092 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
144,接收,0,11:17:24.946.367 ,00:00:00.001.908 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
145,接收,0,11:17:24.948.376 ,00:00:00.002.009 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
146,接收,0,11:17:24.952.476 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
147,接收,0,11:17:24.954.524 ,00:00:00.002.048 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
148,接收,0,11:17:24.956.364 ,00:00:00.001.840 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
149,接收,0,11:17:24.956.944 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
150,接收,0,11:17:24.958.368 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
151,接收,0,11:17:24.958.944 ,00:00:00.000.576 ,0x18EBFF00,数据帧,扩展帧,08,03 7d 00 00 00 00 e2 04 ,
152,接收,0,11:17:24.960.496 ,00:00:00.001.552 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
153,接收,0,11:17:24.966.372 ,00:00:00.005.876 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
154,接收,0,11:17:24.968.372 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
155,接收,0,11:17:24.968.960 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
156,接收,0,11:17:24.976.360 ,00:00:00.007.400 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
157,接收,0,11:17:24.976.948 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
158,接收,0,11:17:24.978.368 ,00:00:00.001.420 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
159,接收,0,11:17:24.978.940 ,00:00:00.000.572 ,0x18F00029,数据帧,扩展帧,08,c0 7d ff ff ff ff ff 75 ,
160,接收,0,11:17:24.984.380 ,00:00:00.005.440 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
161,接收,0,11:17:24.986.372 ,00:00:00.001.992 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
162,接收,0,11:17:24.988.376 ,00:00:00.002.004 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
163,接收,0,11:17:24.992.552 ,00:00:00.004.176 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
164,接收,0,11:17:24.996.368 ,00:00:00.003.816 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
165,接收,0,11:17:24.998.372 ,00:00:00.002.004 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
166,接收,0,11:17:25.000.396 ,00:00:00.002.024 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
167,接收,0,11:17:25.002.636 ,00:00:00.002.240 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
168,接收,0,11:17:25.006.372 ,00:00:00.003.736 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
169,接收,0,11:17:25.006.952 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f5 ff ff ff ff ,
170,接收,0,11:17:25.008.372 ,00:00:00.001.420 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
171,接收,0,11:17:25.008.960 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
172,接收,0,11:17:25.010.572 ,00:00:00.001.612 ,0x18EBFF00,数据帧,扩展帧,08,04 00 00 00 00 00 7d 7d ,
173,接收,0,11:17:25.014.536 ,00:00:00.003.964 ,0x18FEA600,数据帧,扩展帧,08,e0 02 ff ff ff ff ff ff ,
174,接收,0,11:17:25.016.361 ,00:00:00.001.825 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
