序号,传输方向,第几路CAN,时间标识,增量时间,帧 ID,帧类型,帧格式,数据长度,数据,
135,接收,0,14:26:32.990.671 ,00:00:00.002.028 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
136,接收,0,14:26:32.992.895 ,00:00:00.002.224 ,0x18FEF200,数据帧,扩展帧,08,00 00 00 00 00 00 00 ff ,
137,接收,0,14:26:32.996.647 ,00:00:00.003.752 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
138,接收,0,14:26:32.997.227 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
139,接收,0,14:26:32.998.647 ,00:00:00.001.420 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
140,接收,0,14:26:32.999.234 ,00:00:00.000.587 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
141,接收,0,14:26:33.000.830 ,00:00:00.001.596 ,0x18EBFF00,数据帧,扩展帧,08,04 00 00 00 00 00 7d 7d ,
142,接收,0,14:26:33.004.798 ,00:00:00.003.968 ,0x18FEA600,数据帧,扩展帧,08,e0 02 ff ff ff ff ff ff ,
143,接收,0,14:26:33.006.634 ,00:00:00.001.836 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
144,接收,0,14:26:33.007.222 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
145,接收,0,14:26:33.008.646 ,00:00:00.001.424 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
146,接收,0,14:26:33.009.226 ,00:00:00.000.580 ,0x18FFA200,数据帧,扩展帧,08,ff f1 01 ff ff 00 ff ff ,
147,接收,0,14:26:33.014.653 ,00:00:00.005.427 ,0x18FEDF00,数据帧,扩展帧,08,7d 20 1c ff 7d 00 00 ff ,
148,接收,0,14:26:33.015.241 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
149,接收,0,14:26:33.016.645 ,00:00:00.001.404 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
150,接收,0,14:26:33.017.229 ,00:00:00.000.584 ,0x18FEE400,数据帧,扩展帧,08,ff ff ff ff ff ff ff ff ,
151,接收,0,14:26:33.018.653 ,00:00:00.001.424 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
152,接收,0,14:26:33.022.753 ,00:00:00.004.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
153,接收,0,14:26:33.026.645 ,00:00:00.003.892 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
154,接收,0,14:26:33.028.645 ,00:00:00.002.000 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
155,接收,0,14:26:33.030.745 ,00:00:00.002.100 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
156,接收,0,14:26:33.036.649 ,00:00:00.005.904 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
157,接收,0,14:26:33.038.649 ,00:00:00.002.000 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
158,接收,0,14:26:33.039.236 ,00:00:00.000.587 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
159,接收,0,14:26:33.044.793 ,00:00:00.005.557 ,0x18FEF100,数据帧,扩展帧,08,ff 00 00 40 00 1e 1f ff ,
160,接收,0,14:26:33.046.636 ,00:00:00.001.843 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
161,接收,0,14:26:33.047.216 ,00:00:00.000.580 ,0x18FF2100,数据帧,扩展帧,08,fa fc ff f4 ff ff ff ff ,
162,接收,0,14:26:33.047.804 ,00:00:00.000.588 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
163,接收,0,14:26:33.048.648 ,00:00:00.000.844 ,0x0CF00300,数据帧,扩展帧,08,d1 00 64 ff ff ff ff ff ,
164,接收,0,14:26:33.052.892 ,00:00:00.004.244 ,0x18EBFF00,数据帧,扩展帧,08,05 00 00 00 00 e2 04 ff ,
165,接收,0,14:26:33.054.660 ,00:00:00.001.768 ,0x18FFDC00,数据帧,扩展帧,08,10 ff ff ff ff c1 ff ff ,
166,接收,0,14:26:33.056.648 ,00:00:00.001.988 ,0x0CF00400,数据帧,扩展帧,08,f0 7d 7d 00 00 00 ff ff ,
167,接收,0,14:26:33.058.656 ,00:00:00.002.008 ,0x0CFF0500,数据帧,扩展帧,08,7d 7d 7d ff ff ff ff ff ,
